Product_Identifier,Supermarket_Identifier,Product_Supermarket_Identifier,Product_Weight,Product_Fat_Content,Product_Shelf_Visibility,Product_Type,Product_Price,Supermarket_Opening_Year,Supermarket _Size,Supermarket_Location_Type,Supermarket_Type,Product_Supermarket_Sales
FDD56,CHUKWUDI010,FDD56_CHUKWUDI010,15.2,Normal Fat,0.17370354899999998,Fruits and Vegetables,439.51,2005,,Cluster 3,Grocery Store,2626.58
FDC09,CHUKWUDI013,FDC09_CHUKWUDI013,15.5,Normal Fat,0.026280116,Fruits and Vegetables,255.83,1994,High,Cluster 3,Supermarket Type1,2307.0
FDH58,CHUKWUDI017,FDH58_CHUKWUDI017,12.3,Low Fat,0.037148619,Snack Foods,292.21,2014,,Cluster 2,Supermarket Type1,6623.05
FDB44,CHUKWUDI017,FDB44_CHUKWUDI017,6.655,Low Fat,0.0,Fruits and Vegetables,531.15,2014,,Cluster 2,Supermarket Type1,6859.4
FDZ44,CHUKWUDI049,FDZ44_CHUKWUDI049,8.185,Low Fat,0.038789271,Fruits and Vegetables,289.2,2006,Medium,Cluster 1,Supermarket Type1,1757.71
FDZ56,CHUKWUDI049,FDZ56_CHUKWUDI049,16.25,Low Fat,0.025776993999999998,Fruits and Vegetables,424.87,2006,Medium,Cluster 1,Supermarket Type1,7159.01
FDD05,CHUKWUDI018,FDD05_CHUKWUDI018,19.35,Low Fat,0.016679143,Frozen Foods,298.27,2016,Medium,Cluster 3,Supermarket Type2,4820.39
FDT16,CHUKWUDI045,FDT16_CHUKWUDI045,9.895,Normal Fat,0.048761045999999995,Frozen Foods,651.32,2009,,Cluster 2,Supermarket Type1,22127.86
FDP10,CHUKWUDI049,FDP10_CHUKWUDI049,19.0,Low Fat,0.128289285,Snack Foods,262.41,2006,Medium,Cluster 1,Supermarket Type1,2911.21
FDZ56,CHUKWUDI019,FDZ56_CHUKWUDI019,,Low Fat,0.04506213,Fruits and Vegetables,418.87,1992,Small,Cluster 1,Grocery Store,2526.71
DRL60,CHUKWUDI046,DRL60_CHUKWUDI046,8.52,Low Fat,0.02705936,Soft Drinks,383.42,2004,Small,Cluster 1,Supermarket Type1,2287.02
DRN47,CHUKWUDI035,DRN47_CHUKWUDI035,12.1,Low Fat,0.016823566,Hard Drinks,446.42,2011,Small,Cluster 2,Supermarket Type1,9437.72
NCR53,CHUKWUDI019,NCR53_CHUKWUDI019,,Low Fat,0.253947823,Health and Hygiene,559.6,1992,Small,Cluster 1,Grocery Store,1687.8
NCY29,CHUKWUDI013,NCY29_CHUKWUDI013,13.65,Low Fat,0.077169841,Health and Hygiene,138.98,1994,High,Cluster 3,Supermarket Type1,707.41
NCD54,CHUKWUDI019,NCD54_CHUKWUDI019,,Low Fat,0.050790917000000005,Household,356.95,1992,Small,Cluster 1,Grocery Store,361.2
FDX32,CHUKWUDI010,FDX32_CHUKWUDI010,15.1,Normal Fat,0.0,Fruits and Vegetables,365.7,2005,,Cluster 3,Grocery Store,1083.59
FDG60,CHUKWUDI027,FDG60_CHUKWUDI027,,Low Fat,0.060405784000000004,Baking Goods,586.4,1992,Medium,Cluster 3,Supermarket Type3,16991.22
NCX29,CHUKWUDI013,NCX29_CHUKWUDI013,10.0,Low Fat,0.089078338,Health and Hygiene,367.78,1994,High,Cluster 3,Supermarket Type1,7290.51
FDV03,CHUKWUDI046,FDV03_CHUKWUDI046,17.6,Low Fat,0.058091269,Meat,390.58,2004,Small,Cluster 1,Supermarket Type1,7368.74
FDA03,CHUKWUDI046,FDA03_CHUKWUDI046,18.5,Normal Fat,0.045463773,Dairy,360.28,2004,Small,Cluster 1,Supermarket Type1,5467.88
FDU57,CHUKWUDI010,FDU57_CHUKWUDI010,8.27,Normal Fat,0.149895348,Snack Foods,380.18,2005,,Cluster 3,Grocery Store,1128.53
FDU28,CHUKWUDI017,FDU28_CHUKWUDI017,19.2,Normal Fat,0.09444959,Frozen Foods,469.55,2014,,Cluster 2,Supermarket Type1,11776.34
FDF34,CHUKWUDI049,FDF34_CHUKWUDI049,9.3,Normal Fat,0.01404119,Snack Foods,497.77,2006,Medium,Cluster 1,Supermarket Type1,992.04
FDU15,CHUKWUDI010,FDU15_CHUKWUDI010,13.65,Normal Fat,0.044526443,Meat,94.88,2005,,Cluster 3,Grocery Store,179.77
FDU02,CHUKWUDI045,FDU02_CHUKWUDI045,13.35,Low Fat,0.1027194,Dairy,572.09,2009,,Cluster 2,Supermarket Type1,13169.52
FDB29,CHUKWUDI018,FDB29_CHUKWUDI018,16.7,Normal Fat,0.052625179,Frozen Foods,283.54,2016,Medium,Cluster 3,Supermarket Type2,3721.82
FDR04,CHUKWUDI013,FDR04_CHUKWUDI013,7.075,Low Fat,0.022548195,Frozen Foods,239.27,1994,High,Cluster 3,Supermarket Type1,1458.1
FDF44,CHUKWUDI035,FDF44_CHUKWUDI035,7.17,Normal Fat,0.059716729,Fruits and Vegetables,327.49,2011,Small,Cluster 2,Supermarket Type1,5872.36
FDP27,CHUKWUDI027,FDP27_CHUKWUDI027,,Low Fat,0.118872194,Meat,470.88,1992,Medium,Cluster 3,Supermarket Type3,13282.71
FDT28,CHUKWUDI013,FDT28_CHUKWUDI013,13.3,Low Fat,0.063513272,Frozen Foods,374.93,1994,High,Cluster 3,Supermarket Type1,5266.48
NCM29,CHUKWUDI018,NCM29_CHUKWUDI018,11.5,Low Fat,0.017714096000000002,Health and Hygiene,332.41,2016,Medium,Cluster 3,Supermarket Type2,3606.97
FDQ57,CHUKWUDI035,FDQ57_CHUKWUDI035,7.275,Low Fat,0.027942357,Snack Foods,362.69,2011,Small,Cluster 2,Supermarket Type1,4028.09
FDU26,CHUKWUDI010,FDU26_CHUKWUDI010,16.7,Normal Fat,0.071335395,Dairy,300.95,2005,,Cluster 3,Grocery Store,297.95
FDC34,CHUKWUDI018,FDC34_CHUKWUDI018,16.0,Normal Fat,0.173462841,Snack Foods,394.24,2016,Medium,Cluster 3,Supermarket Type2,7400.37
FDB49,CHUKWUDI049,FDB49_CHUKWUDI049,8.3,Normal Fat,0.030198227999999997,Baking Goods,245.6,2006,Medium,Cluster 1,Supermarket Type1,5419.61
FDW26,CHUKWUDI045,FDW26_CHUKWUDI045,11.8,Normal Fat,0.107274301,Dairy,552.94,2009,,Cluster 2,Supermarket Type1,7783.2
FDN56,CHUKWUDI045,FDN56_CHUKWUDI045,5.46,Normal Fat,0.107274301,Fruits and Vegetables,363.95,2009,,Cluster 2,Supermarket Type1,9752.31
FDX03,CHUKWUDI010,FDX03_CHUKWUDI010,15.85,Normal Fat,0.102262138,Meat,117.94,2005,,Cluster 3,Grocery Store,226.37
FDQ40,CHUKWUDI018,FDQ40_CHUKWUDI018,11.1,Normal Fat,0.036174285,Frozen Foods,440.18,2016,Medium,Cluster 3,Supermarket Type2,3954.85
FDM14,CHUKWUDI046,FDM14_CHUKWUDI046,13.8,Low Fat,0.013263968000000001,Canned,267.31,2004,Small,Cluster 1,Supermarket Type1,7325.46
FDN58,CHUKWUDI027,FDN58_CHUKWUDI027,,Normal Fat,0.056596985,Snack Foods,577.5,1992,Medium,Cluster 3,Supermarket Type3,23169.84
DRH51,CHUKWUDI013,DRH51_CHUKWUDI013,17.6,Low Fat,0.097135675,Dairy,223.46,1994,High,Cluster 3,Supermarket Type1,3295.71
FDC51,CHUKWUDI049,FDC51_CHUKWUDI049,10.895,Normal Fat,0.009636821,Dairy,304.68,2006,Medium,Cluster 1,Supermarket Type1,6158.65
DRN47,CHUKWUDI045,DRN47_CHUKWUDI045,12.1,Low Fat,0.0,Hard Drinks,449.67,2009,,Cluster 2,Supermarket Type1,8988.3
FDN12,CHUKWUDI010,FDN12_CHUKWUDI010,15.6,Low Fat,0.13575135,Baking Goods,278.89,2005,,Cluster 3,Grocery Store,559.27
FDY49,CHUKWUDI035,FDY49_CHUKWUDI035,17.2,Normal Fat,0.0120098,Canned,407.8,2011,Small,Cluster 2,Supermarket Type1,7017.53
FDW36,CHUKWUDI049,FDW36_CHUKWUDI049,11.15,Low Fat,0.057021155999999996,Baking Goods,267.16,2006,Medium,Cluster 1,Supermarket Type1,5028.45
FDO46,CHUKWUDI049,FDO46_CHUKWUDI049,9.6,Normal Fat,0.014234595,Snack Foods,475.72,2006,Medium,Cluster 1,Supermarket Type1,11817.95
NCG42,CHUKWUDI018,NCG42_CHUKWUDI018,19.2,Low Fat,0.041395775,Household,324.33,2016,Medium,Cluster 3,Supermarket Type2,3245.78
FDA10,CHUKWUDI018,FDA10_CHUKWUDI018,20.35,Low Fat,0.142393712,Snack Foods,306.77,2016,Medium,Cluster 3,Supermarket Type2,3675.22
DRJ51,CHUKWUDI035,DRJ51_CHUKWUDI035,14.1,Low Fat,0.08797726199999999,Dairy,572.67,2011,Small,Cluster 2,Supermarket Type1,8062.84
FDD22,CHUKWUDI049,FDD22_CHUKWUDI049,10.0,Low Fat,0.09980462300000001,Snack Foods,284.39,2006,Medium,Cluster 1,Supermarket Type1,8109.44
FDM60,CHUKWUDI013,FDM60_CHUKWUDI013,10.8,Normal Fat,0.0,Baking Goods,98.28,1994,High,Cluster 3,Supermarket Type1,2538.36
NCE31,CHUKWUDI013,NCE31_CHUKWUDI013,7.67,Low Fat,0.184689756,Household,88.55,1994,High,Cluster 3,Supermarket Type1,1125.2
FDI34,CHUKWUDI035,FDI34_CHUKWUDI035,10.65,Normal Fat,0.085119855,Snack Foods,574.67,2011,Small,Cluster 2,Supermarket Type1,10366.51
FDZ59,CHUKWUDI010,FDZ59_CHUKWUDI010,6.63,Normal Fat,0.174110803,Baking Goods,417.13,2005,,Cluster 3,Grocery Store,1248.38
FDG04,CHUKWUDI018,FDG04_CHUKWUDI018,13.1,Low Fat,0.006087409,Frozen Foods,462.72,2016,Medium,Cluster 3,Supermarket Type2,4677.25
DRJ47,CHUKWUDI018,DRJ47_CHUKWUDI018,18.25,Low Fat,0.04443056099999999,Hard Drinks,435.52,2016,Medium,Cluster 3,Supermarket Type2,6491.55
FDI22,CHUKWUDI035,FDI22_CHUKWUDI035,12.6,Low Fat,0.09619424,Snack Foods,527.15,2011,Small,Cluster 2,Supermarket Type1,3135.92
FDG09,CHUKWUDI045,FDG09_CHUKWUDI045,20.6,Normal Fat,0.0480335,Fruits and Vegetables,470.64,2009,,Cluster 2,Supermarket Type1,9387.78
FDT25,CHUKWUDI013,FDT25_CHUKWUDI013,7.5,Low Fat,0.050708743,Canned,308.52,1994,High,Cluster 3,Supermarket Type1,7962.97
FDX11,CHUKWUDI045,FDX11_CHUKWUDI045,16.0,Normal Fat,0.106968577,Baking Goods,451.41,2009,,Cluster 2,Supermarket Type1,6816.13
FDF24,CHUKWUDI010,FDF24_CHUKWUDI010,15.5,Normal Fat,0.042464962,Baking Goods,203.98,2005,,Cluster 3,Grocery Store,818.93
FDB05,CHUKWUDI027,FDB05_CHUKWUDI027,,Low Fat,0.08279545,Frozen Foods,614.69,1992,Medium,Cluster 3,Supermarket Type3,11764.69
FDA11,CHUKWUDI046,FDA11_CHUKWUDI046,7.75,Low Fat,0.043238822,Baking Goods,231.36,2004,Small,Cluster 1,Supermarket Type1,4254.46
FDZ44,CHUKWUDI010,FDZ44_CHUKWUDI010,8.185,Low Fat,0.064824502,Fruits and Vegetables,290.2,2005,,Cluster 3,Grocery Store,585.9
FDK03,CHUKWUDI027,FDK03_CHUKWUDI027,,Normal Fat,0.073562475,Dairy,637.34,1992,Medium,Cluster 3,Supermarket Type3,20346.85
DRF15,CHUKWUDI013,DRF15_CHUKWUDI013,18.35,Ultra Low fat,0.0,Dairy,379.84,1994,High,Cluster 3,Supermarket Type1,765.67
FDV01,CHUKWUDI019,FDV01_CHUKWUDI019,,Normal Fat,0.148737487,Canned,387.83,1992,Small,Cluster 1,Grocery Store,387.83
FDV45,CHUKWUDI049,FDV45_CHUKWUDI049,16.75,Low Fat,0.045117476,Snack Foods,469.89,2006,Medium,Cluster 1,Supermarket Type1,6102.06
FDW26,CHUKWUDI017,FDW26_CHUKWUDI017,11.8,Normal Fat,0.107662745,Dairy,560.44,2014,,Cluster 2,Supermarket Type1,7227.26
FDM13,CHUKWUDI013,FDM13_CHUKWUDI013,6.425,Low Fat,0.063122753,Breakfast,328.41,1994,High,Cluster 3,Supermarket Type1,655.81
FDE34,CHUKWUDI017,FDE34_CHUKWUDI017,9.195,Low Fat,0.10850167599999999,Snack Foods,459.16,2014,,Cluster 2,Supermarket Type1,5907.31
FDA23,CHUKWUDI049,FDA23_CHUKWUDI049,9.8,Low Fat,0.047260402,Baking Goods,257.0,2006,Medium,Cluster 1,Supermarket Type1,4807.08
NCA29,CHUKWUDI017,NCA29_CHUKWUDI017,10.5,Low Fat,0.027430696,Household,427.78,2014,,Cluster 2,Supermarket Type1,8983.31
FDT55,CHUKWUDI045,FDT55_CHUKWUDI045,13.6,Normal Fat,0.043743689,Fruits and Vegetables,394.49,2009,,Cluster 2,Supermarket Type1,2761.41
FDS04,CHUKWUDI045,FDS04_CHUKWUDI045,10.195,Normal Fat,0.146960375,Frozen Foods,355.71,2009,,Cluster 2,Supermarket Type1,4214.51
FDC45,CHUKWUDI018,FDC45_CHUKWUDI018,17.0,Low Fat,0.136286138,Fruits and Vegetables,427.28,2016,Medium,Cluster 3,Supermarket Type2,2994.44
FDZ33,CHUKWUDI010,FDZ33_CHUKWUDI010,10.195,Low Fat,0.0,Snack Foods,368.02,2005,,Cluster 3,Grocery Store,1847.6
FDE05,CHUKWUDI010,FDE05_CHUKWUDI010,10.895,Normal Fat,0.05432142,Frozen Foods,365.53,2005,,Cluster 3,Grocery Store,1093.58
FDA31,CHUKWUDI045,FDA31_CHUKWUDI045,7.1,Low Fat,0.11023479300000001,Fruits and Vegetables,429.27,2009,,Cluster 2,Supermarket Type1,7789.86
FDY33,CHUKWUDI019,FDY33_CHUKWUDI019,,Normal Fat,0.170186628,Snack Foods,397.57,1992,Small,Cluster 1,Grocery Store,397.82
FDI21,CHUKWUDI013,FDI21_CHUKWUDI013,5.59,Normal Fat,0.056555715,Snack Foods,156.54,1994,High,Cluster 3,Supermarket Type1,1597.92
NCW06,CHUKWUDI035,NCW06_CHUKWUDI035,16.2,Low Fat,0.0,Household,477.04,2011,Small,Cluster 2,Supermarket Type1,8177.69
FDX40,CHUKWUDI013,FDX40_CHUKWUDI013,12.85,Low Fat,0.098910759,Frozen Foods,94.04,1994,High,Cluster 3,Supermarket Type1,772.33
FDS07,CHUKWUDI046,FDS07_CHUKWUDI046,12.35,Low Fat,0.099757833,Fruits and Vegetables,284.88,2004,Small,Cluster 1,Supermarket Type1,2277.04
FDN08,CHUKWUDI018,FDN08_CHUKWUDI018,7.72,Normal Fat,0.0,Fruits and Vegetables,294.37,2016,Medium,Cluster 3,Supermarket Type2,3240.78
FDP08,CHUKWUDI049,FDP08_CHUKWUDI049,20.5,Normal Fat,0.112584813,Fruits and Vegetables,480.12,2006,Medium,Cluster 1,Supermarket Type1,3874.96
DRF49,CHUKWUDI049,DRF49_CHUKWUDI049,7.27,Low Fat,0.071188446,Soft Drinks,279.88,2006,Medium,Cluster 1,Supermarket Type1,2846.3
FDQ46,CHUKWUDI017,FDQ46_CHUKWUDI017,7.51,Low Fat,0.104400238,Snack Foods,283.89,2014,,Cluster 2,Supermarket Type1,2237.09
FDK34,CHUKWUDI045,FDK34_CHUKWUDI045,13.35,Low Fat,0.038604817,Snack Foods,590.89,2009,,Cluster 2,Supermarket Type1,5363.02
FDH31,CHUKWUDI049,FDH31_CHUKWUDI049,12.0,Normal Fat,0.020442889,Meat,245.01,2006,Medium,Cluster 1,Supermarket Type1,3968.17
FDE17,CHUKWUDI035,FDE17_CHUKWUDI035,20.1,Normal Fat,0.054445198,Frozen Foods,379.34,2011,Small,Cluster 2,Supermarket Type1,12090.93
FDV31,CHUKWUDI049,FDV31_CHUKWUDI049,9.8,Ultra Low fat,0.0,Fruits and Vegetables,438.09,2006,Medium,Cluster 1,Supermarket Type1,9704.04
FDG16,CHUKWUDI019,FDG16_CHUKWUDI019,,Low Fat,0.157257637,Frozen Foods,537.55,1992,Small,Cluster 1,Grocery Store,2696.49
FDR28,CHUKWUDI035,FDR28_CHUKWUDI035,13.85,Normal Fat,0.025891587999999997,Frozen Foods,412.8,2011,Small,Cluster 2,Supermarket Type1,7340.45
FDS48,CHUKWUDI019,FDS48_CHUKWUDI019,,Low Fat,0.048637888,Baking Goods,374.43,1992,Small,Cluster 1,Grocery Store,376.18
FDT48,CHUKWUDI017,FDT48_CHUKWUDI017,4.92,Low Fat,0.046214970999999994,Baking Goods,499.52,2014,,Cluster 2,Supermarket Type1,9920.42
DRG13,CHUKWUDI027,DRG13_CHUKWUDI027,,Low Fat,0.037006076,Soft Drinks,411.88,1992,Medium,Cluster 3,Supermarket Type3,10278.29
FDZ19,CHUKWUDI046,FDZ19_CHUKWUDI046,6.425,Low Fat,0.09345489900000001,Fruits and Vegetables,438.43,2004,Small,Cluster 1,Supermarket Type1,7470.28
FDG26,CHUKWUDI035,FDG26_CHUKWUDI035,18.85,Low Fat,0.042641788,Canned,644.58,2011,Small,Cluster 2,Supermarket Type1,13457.48
NCF42,CHUKWUDI027,NCF42_CHUKWUDI027,,Low Fat,0.16657250099999998,Household,440.43,1992,Medium,Cluster 3,Supermarket Type3,9227.99
FDH48,CHUKWUDI010,FDH48_CHUKWUDI010,13.5,Low Fat,0.101231721,Baking Goods,215.64,2005,,Cluster 3,Grocery Store,432.77
FDD58,CHUKWUDI013,FDD58_CHUKWUDI013,7.76,Low Fat,0.05930285,Snack Foods,246.93,1994,High,Cluster 3,Supermarket Type1,4244.48
FDB14,CHUKWUDI010,FDB14_CHUKWUDI010,20.25,Normal Fat,0.171938781,Canned,231.28,2005,,Cluster 3,Grocery Store,466.06
FDT34,CHUKWUDI018,FDT34_CHUKWUDI018,9.3,Low Fat,0.17506050399999998,Snack Foods,266.99,2016,Medium,Cluster 3,Supermarket Type2,1314.96
FDK14,CHUKWUDI013,FDK14_CHUKWUDI013,6.98,Ultra Low fat,0.041071581,Canned,206.48,1994,High,Cluster 3,Supermarket Type1,3275.74
FDO36,CHUKWUDI049,FDO36_CHUKWUDI049,19.7,Low Fat,0.07803497599999999,Baking Goods,445.17,2006,Medium,Cluster 1,Supermarket Type1,9887.13
NCU42,CHUKWUDI049,NCU42_CHUKWUDI049,9.0,Low Fat,0.019536981000000002,Household,425.12,2006,Medium,Cluster 1,Supermarket Type1,10527.96
NCU30,CHUKWUDI046,NCU30_CHUKWUDI046,5.11,Low Fat,0.034874689,Household,404.3,2004,Small,Cluster 1,Supermarket Type1,6117.04
FDC53,CHUKWUDI010,FDC53_CHUKWUDI010,8.68,Low Fat,0.01478914,Frozen Foods,244.35,2005,,Cluster 3,Grocery Store,246.35
FDR02,CHUKWUDI018,FDR02_CHUKWUDI018,16.7,Ultra Low fat,0.022155562,Dairy,273.97,2016,Medium,Cluster 3,Supermarket Type2,2501.74
FDP01,CHUKWUDI017,FDP01_CHUKWUDI017,20.75,Normal Fat,0.063684145,Breakfast,379.42,2014,,Cluster 2,Supermarket Type1,3430.53
FDV19,CHUKWUDI035,FDV19_CHUKWUDI035,14.85,Normal Fat,0.03525037,Fruits and Vegetables,402.39,2011,Small,Cluster 2,Supermarket Type1,5616.02
DRH49,CHUKWUDI013,DRH49_CHUKWUDI013,19.7,Low Fat,0.024635077000000002,Soft Drinks,210.4,1994,High,Cluster 3,Supermarket Type1,2683.17
FDO20,CHUKWUDI017,FDO20_CHUKWUDI017,12.85,Normal Fat,0.152988295,Fruits and Vegetables,634.35,2014,,Cluster 2,Supermarket Type1,5677.61
FDI26,CHUKWUDI045,FDI26_CHUKWUDI045,5.94,Low Fat,0.03495749,Canned,442.84,2009,,Cluster 2,Supermarket Type1,7137.38
FDT55,CHUKWUDI019,FDT55_CHUKWUDI019,,Normal Fat,0.07643454200000001,Fruits and Vegetables,389.74,1992,Small,Cluster 1,Grocery Store,1183.46
FDZ25,CHUKWUDI018,FDZ25_CHUKWUDI018,15.7,Normal Fat,0.027729547,Canned,423.45,2016,Medium,Cluster 3,Supermarket Type2,3820.03
FDS37,CHUKWUDI013,FDS37_CHUKWUDI013,7.655,Low Fat,0.031918284,Canned,294.37,1994,High,Cluster 3,Supermarket Type1,1737.74
DRN37,CHUKWUDI049,DRN37_CHUKWUDI049,9.6,Low Fat,0.0,Soft Drinks,416.29,2006,Medium,Cluster 1,Supermarket Type1,8773.58
NCU41,CHUKWUDI046,NCU41_CHUKWUDI046,18.85,Ultra Low fat,0.052054819,Health and Hygiene,472.96,2004,Small,Cluster 1,Supermarket Type1,5254.83
FDC59,CHUKWUDI010,FDC59_CHUKWUDI010,16.7,Normal Fat,0.091437584,Starchy Foods,160.79,2005,,Cluster 3,Grocery Store,319.58
FDH21,CHUKWUDI010,FDH21_CHUKWUDI010,10.395,Ultra Low fat,0.05226427,Seafood,396.15,2005,,Cluster 3,Grocery Store,396.15
FDO03,CHUKWUDI027,FDO03_CHUKWUDI027,,Normal Fat,0.03670437,Meat,570.34,1992,Medium,Cluster 3,Supermarket Type3,23476.11
FDY49,CHUKWUDI017,FDY49_CHUKWUDI017,17.2,Normal Fat,0.012080016,Canned,411.05,2014,,Cluster 2,Supermarket Type1,6604.74
FDE53,CHUKWUDI046,FDE53_CHUKWUDI046,10.895,Low Fat,0.026880159,Frozen Foods,266.07,2004,Small,Cluster 1,Supermarket Type1,3728.48
NCQ05,CHUKWUDI019,NCQ05_CHUKWUDI019,,Low Fat,0.037829469,Health and Hygiene,377.68,1992,Small,Cluster 1,Grocery Store,1128.53
FDY35,CHUKWUDI010,FDY35_CHUKWUDI010,17.6,Normal Fat,0.026827052,Breads,119.6,2005,,Cluster 3,Grocery Store,229.7
FDO39,CHUKWUDI027,FDO39_CHUKWUDI027,,Normal Fat,0.13670167800000002,Meat,455.4,1992,Medium,Cluster 3,Supermarket Type3,14700.86
FDX45,CHUKWUDI046,FDX45_CHUKWUDI046,16.75,Low Fat,0.0,Snack Foods,390.41,2004,Small,Cluster 1,Supermarket Type1,7040.84
FDA28,CHUKWUDI035,FDA28_CHUKWUDI035,16.1,Normal Fat,0.047792845,Frozen Foods,315.34,2011,Small,Cluster 2,Supermarket Type1,8179.35
FDQ15,CHUKWUDI010,FDQ15_CHUKWUDI010,20.35,Normal Fat,0.25286597899999996,Meat,206.82,2005,,Cluster 3,Grocery Store,406.14
NCT41,CHUKWUDI019,NCT41_CHUKWUDI019,,Low Fat,0.09803177099999999,Health and Hygiene,378.26,1992,Small,Cluster 1,Grocery Store,379.51
NCV06,CHUKWUDI018,NCV06_CHUKWUDI018,11.3,Low Fat,0.066952965,Household,480.12,2016,Medium,Cluster 3,Supermarket Type2,7749.91
DRF36,CHUKWUDI046,DRF36_CHUKWUDI046,16.1,Low Fat,0.023577297999999997,Soft Drinks,481.71,2004,Small,Cluster 1,Supermarket Type1,7165.67
FDR45,CHUKWUDI045,FDR45_CHUKWUDI045,10.8,Low Fat,0.029001987000000003,Snack Foods,596.56,2009,,Cluster 2,Supermarket Type1,21512.0
FDH57,CHUKWUDI017,FDH57_CHUKWUDI017,10.895,Ultra Low fat,0.035949725,Fruits and Vegetables,332.32,2014,,Cluster 2,Supermarket Type1,8239.28
FDG35,CHUKWUDI019,FDG35_CHUKWUDI019,,Normal Fat,0.012327847,Starchy Foods,434.68,1992,Small,Cluster 1,Grocery Store,868.87
FDA02,CHUKWUDI046,FDA02_CHUKWUDI046,14.0,Normal Fat,0.029722659,Dairy,358.7,2004,Small,Cluster 1,Supermarket Type1,3973.16
NCQ05,CHUKWUDI049,NCQ05_CHUKWUDI049,11.395,Low Fat,0.021639678,Health and Hygiene,375.43,2006,Medium,Cluster 1,Supermarket Type1,6771.19
FDG33,CHUKWUDI019,FDG33_CHUKWUDI019,,Normal Fat,0.24554262699999999,Seafood,430.69,1992,Small,Cluster 1,Grocery Store,429.44
FDN38,CHUKWUDI035,FDN38_CHUKWUDI035,6.615,Normal Fat,0.091954465,Canned,626.6,2011,Small,Cluster 2,Supermarket Type1,11891.19
DRI11,CHUKWUDI018,DRI11_CHUKWUDI018,8.26,Low Fat,0.034544435,Hard Drinks,290.21,2016,Medium,Cluster 3,Supermarket Type2,3167.54
NCY42,CHUKWUDI013,NCY42_CHUKWUDI013,6.38,Low Fat,0.015149955,Household,360.12,1994,High,Cluster 3,Supermarket Type1,7873.09
FDS19,CHUKWUDI013,FDS19_CHUKWUDI013,13.8,Normal Fat,0.064153845,Fruits and Vegetables,192.25,1994,High,Cluster 3,Supermarket Type1,1518.02
FDT48,CHUKWUDI018,FDT48_CHUKWUDI018,4.92,Low Fat,0.046142232000000005,Baking Goods,497.77,2016,Medium,Cluster 3,Supermarket Type2,11904.5
FDF28,CHUKWUDI046,FDF28_CHUKWUDI046,15.7,Normal Fat,0.037864721000000004,Frozen Foods,310.26,2004,Small,Cluster 1,Supermarket Type1,2801.35
FDW23,CHUKWUDI013,FDW23_CHUKWUDI013,5.765,Low Fat,0.081944045,Baking Goods,91.79,1994,High,Cluster 3,Supermarket Type1,2123.9
DRH13,CHUKWUDI018,DRH13_CHUKWUDI018,8.575,Low Fat,0.023983257999999997,Soft Drinks,265.82,2016,Medium,Cluster 3,Supermarket Type2,2396.88
FDS27,CHUKWUDI035,FDS27_CHUKWUDI035,10.195,Normal Fat,0.012455787,Meat,493.78,2011,Small,Cluster 2,Supermarket Type1,5892.33
NCF18,CHUKWUDI027,NCF18_CHUKWUDI027,,Low Fat,0.088551694,Household,478.88,1992,Medium,Cluster 3,Supermarket Type3,14860.66
FDQ09,CHUKWUDI018,FDQ09_CHUKWUDI018,7.235,Low Fat,0.058369013,Snack Foods,288.21,2016,Medium,Cluster 3,Supermarket Type2,3167.54
FDR04,CHUKWUDI010,FDR04_CHUKWUDI010,7.075,Low Fat,0.03777249,Frozen Foods,245.02,2005,,Cluster 3,Grocery Store,729.05
FDM36,CHUKWUDI049,FDM36_CHUKWUDI049,11.65,Normal Fat,0.058822142,Baking Goods,433.86,2006,Medium,Cluster 1,Supermarket Type1,8622.11
NCK53,CHUKWUDI013,NCK53_CHUKWUDI013,11.6,Low Fat,0.037549969,Health and Hygiene,253.01,1994,High,Cluster 3,Supermarket Type1,5704.24
DRB24,CHUKWUDI045,DRB24_CHUKWUDI045,8.785,Low Fat,0.020618957,Soft Drinks,382.66,2009,,Cluster 2,Supermarket Type1,10426.43
FDB27,CHUKWUDI045,FDB27_CHUKWUDI045,7.575,Low Fat,0.05550245400000001,Dairy,491.44,2009,,Cluster 2,Supermarket Type1,3941.54
NCN14,CHUKWUDI019,NCN14_CHUKWUDI019,,Low Fat,0.160936178,Others,460.65,1992,Small,Cluster 1,Grocery Store,918.8
FDC22,CHUKWUDI045,FDC22_CHUKWUDI045,6.89,Normal Fat,0.136705075,Snack Foods,487.21,2009,,Cluster 2,Supermarket Type1,11102.22
FDY20,CHUKWUDI049,FDY20_CHUKWUDI049,12.5,Normal Fat,0.08187986400000001,Fruits and Vegetables,229.37,2006,Medium,Cluster 1,Supermarket Type1,3395.58
FDN56,CHUKWUDI017,FDN56_CHUKWUDI017,5.46,Normal Fat,0.107662745,Fruits and Vegetables,359.7,2014,,Cluster 2,Supermarket Type1,10835.9
FDM58,CHUKWUDI018,FDM58_CHUKWUDI018,16.85,Normal Fat,0.080015028,Snack Foods,279.64,2016,Medium,Cluster 3,Supermarket Type2,4194.54
NCM54,CHUKWUDI019,NCM54_CHUKWUDI019,,Low Fat,0.08918772,Household,322.42,1992,Small,Cluster 1,Grocery Store,635.84
FDQ01,CHUKWUDI045,FDQ01_CHUKWUDI045,19.7,Normal Fat,0.16102755,Canned,635.25,2009,,Cluster 2,Supermarket Type1,12112.57
